decision_id,location,title,date,company,decision,extras,tag
DRN1455966,decision/DRN1455966.pdf,Decision Reference DRN1455966,27 Sep 2019,Nationwide Building Society,Not upheld,,Insurance (excluding PPI)
DRN7172773,decision/DRN7172773.pdf,Decision Reference DRN7172773,27 Sep 2019,UK Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN6179703,decision/DRN6179703.pdf,Decision Reference DRN6179703,27 Sep 2019,Trade Direct Insurance Services Ltd,Upheld,,Insurance (excluding PPI)
DRN3280432,decision/DRN3280432.pdf,Decision Reference DRN3280432,27 Sep 2019,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN4367248,decision/DRN4367248.pdf,Decision Reference DRN4367248,27 Sep 2019,BIG Warranties Ltd,Upheld,,Insurance (excluding PPI)
DRN1944714,decision/DRN1944714.pdf,Decision Reference DRN1944714,27 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN1648208,decision/DRN1648208.pdf,Decision Reference DRN1648208,27 Sep 2019,Health-on-line Company UK Limited,Not upheld,,Insurance (excluding PPI)
DRN3188282,decision/DRN3188282.pdf,Decision Reference DRN3188282,27 Sep 2019,Zenith Insurance plc,Not upheld,,Insurance (excluding PPI)
DRN5649989,decision/DRN5649989.pdf,Decision Reference DRN5649989,27 Sep 2019,BUPA Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN2082267,decision/DRN2082267.pdf,Decision Reference DRN2082267,27 Sep 2019,Assurant General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN0429512,decision/DRN0429512.pdf,Decision Reference DRN0429512,26 Sep 2019,Assurant General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6281324,decision/DRN6281324.pdf,Decision Reference DRN6281324,26 Sep 2019,Right Choice Insurance Brokers Ltd,Not upheld,,Insurance (excluding PPI)
DRN2652350,decision/DRN2652350.pdf,Decision Reference DRN2652350,26 Sep 2019,esure Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6116669,decision/DRN6116669.pdf,Decision Reference DRN6116669,26 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN7375228,decision/DRN7375228.pdf,Decision Reference DRN7375228,26 Sep 2019,CIS General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6517001,decision/DRN6517001.pdf,Decision Reference DRN6517001,26 Sep 2019,Assurant General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN6294034,decision/DRN6294034.pdf,Decision Reference DRN6294034,26 Sep 2019,Legal and General Assurance Society Limited,Upheld,,Insurance (excluding PPI)
DRN3739788,decision/DRN3739788.pdf,Decision Reference DRN3739788,26 Sep 2019,"Mapfre Asistencia, Compania Internacional De Seguros y Reaseguros, S.A.",Not upheld,,Insurance (excluding PPI)
DRN0035488,decision/DRN0035488.pdf,Decision Reference DRN0035488,26 Sep 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN4899739,decision/DRN4899739.pdf,Decision Reference DRN4899739,26 Sep 2019,Life's Great Limited,Not upheld,,Insurance (excluding PPI)
DRN1445617,decision/DRN1445617.pdf,Decision Reference DRN1445617,26 Sep 2019,British Gas Services Limited,Upheld,,Insurance (excluding PPI)
DRN2572971,decision/DRN2572971.pdf,Decision Reference DRN2572971,26 Sep 2019,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN6023061,decision/DRN6023061.pdf,Decision Reference DRN6023061,26 Sep 2019,Eldon Insurance Services Ltd,Upheld,,Insurance (excluding PPI)
DRN3922724,decision/DRN3922724.pdf,Decision Reference DRN3922724,26 Sep 2019,Legal and General Assurance Society Limited,Not upheld,,Insurance (excluding PPI)
DRN6132937,decision/DRN6132937.pdf,Decision Reference DRN6132937,26 Sep 2019,Inter Partner Assistance SA,Upheld,,Insurance (excluding PPI)
DRN5185327,decision/DRN5185327.pdf,Decision Reference DRN5185327,26 Sep 2019,Unum Ltd,Not upheld,,Insurance (excluding PPI)
DRN8039981,decision/DRN8039981.pdf,Decision Reference DRN8039981,26 Sep 2019,Legal & General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN0834363,decision/DRN0834363.pdf,Decision Reference DRN0834363,26 Sep 2019,Markerstudy Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN7497062,decision/DRN7497062.pdf,Decision Reference DRN7497062,26 Sep 2019,Lloyds Bank General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN7792530,decision/DRN7792530.pdf,Decision Reference DRN7792530,26 Sep 2019,Assurant General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN6199158,decision/DRN6199158.pdf,Decision Reference DRN6199158,26 Sep 2019,AXA Insurance UK Plc,Upheld,,Insurance (excluding PPI)
DRN0154640,decision/DRN0154640.pdf,Decision Reference DRN0154640,26 Sep 2019,AXA Insurance UK Plc,Not upheld,,Insurance (excluding PPI)
DRN3363955,decision/DRN3363955.pdf,Decision Reference DRN3363955,26 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN5631412,decision/DRN5631412.pdf,Decision Reference DRN5631412,26 Sep 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN7433083,decision/DRN7433083.pdf,Decision Reference DRN7433083,26 Sep 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN8559005,decision/DRN8559005.pdf,Decision Reference DRN8559005,26 Sep 2019,esure Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN5567282,decision/DRN5567282.pdf,Decision Reference DRN5567282,26 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN3416150,decision/DRN3416150.pdf,Decision Reference DRN3416150,26 Sep 2019,Aviva Life Services UK Limited,Not upheld,,Insurance (excluding PPI)
DRN5097165,decision/DRN5097165.pdf,Decision Reference DRN5097165,26 Sep 2019,Admiral Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN4764764,decision/DRN4764764.pdf,Decision Reference DRN4764764,26 Sep 2019,AXA Insurance UK Plc,Upheld,,Insurance (excluding PPI)
DRN8464667,decision/DRN8464667.pdf,Decision Reference DRN8464667,26 Sep 2019,AXA PPP Healthcare Limited,Upheld,,Insurance (excluding PPI)
DRN0699095,decision/DRN0699095.pdf,Decision Reference DRN0699095,26 Sep 2019,Aviva Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN7236410,decision/DRN7236410.pdf,Decision Reference DRN7236410,26 Sep 2019,Great Lakes Insurance SE,Upheld,,Insurance (excluding PPI)
DRN7538632,decision/DRN7538632.pdf,Decision Reference DRN7538632,26 Sep 2019,Barbon Insurance Group Limited,Not upheld,,Insurance (excluding PPI)
DRN4534325,decision/DRN4534325.pdf,Decision Reference DRN4534325,26 Sep 2019,AXA Insurance UK Plc,Upheld,,Insurance (excluding PPI)
DRN8615259,decision/DRN8615259.pdf,Decision Reference DRN8615259,26 Sep 2019,Insurance Factory Ltd,Not upheld,,Insurance (excluding PPI)
DRN8682221,decision/DRN8682221.pdf,Decision Reference DRN8682221,26 Sep 2019,NFU Mutual Insurance Society Limited,Not upheld,,Insurance (excluding PPI)
DRN-1075485,decision/DRN-1075485.pdf,Decision Reference DRN-1075485,26 Sep 2019,Advantage Insurance Company Limited,Not upheld,,Insurance
DRN9001824,decision/DRN9001824.pdf,Decision Reference DRN9001824,25 Sep 2019,Assurant General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN7924026,decision/DRN7924026.pdf,Decision Reference DRN7924026,25 Sep 2019,Calpe Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN3778182,decision/DRN3778182.pdf,Decision Reference DRN3778182,25 Sep 2019,Amtrust Europe Limited,Not upheld,,Insurance (excluding PPI)
DRN2396350,decision/DRN2396350.pdf,Decision Reference DRN2396350,25 Sep 2019,Elite Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN8611793,decision/DRN8611793.pdf,Decision Reference DRN8611793,25 Sep 2019,Assurant General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN0016145,decision/DRN0016145.pdf,Decision Reference DRN0016145,25 Sep 2019,Allianz Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN7521553,decision/DRN7521553.pdf,Decision Reference DRN7521553,25 Sep 2019,Unum Ltd,Upheld,,Insurance (excluding PPI)
DRN9839176,decision/DRN9839176.pdf,Decision Reference DRN9839176,25 Sep 2019,Legal & General Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN3707731,decision/DRN3707731.pdf,Decision Reference DRN3707731,25 Sep 2019,Amtrust Europe Limited,Upheld,,Insurance (excluding PPI)
DRN5723735,decision/DRN5723735.pdf,Decision Reference DRN5723735,25 Sep 2019,Advantage Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN2300034,decision/DRN2300034.pdf,Decision Reference DRN2300034,25 Sep 2019,Markerstudy Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN8520465,decision/DRN8520465.pdf,Decision Reference DRN8520465,25 Sep 2019,UK Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN4740601,decision/DRN4740601.pdf,Decision Reference DRN4740601,25 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6506387,decision/DRN6506387.pdf,Decision Reference DRN6506387,25 Sep 2019,Tesco Underwriting Limited,Not upheld,,Insurance (excluding PPI)
DRN8285396,decision/DRN8285396.pdf,Decision Reference DRN8285396,25 Sep 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN6676760,decision/DRN6676760.pdf,Decision Reference DRN6676760,25 Sep 2019,Aviva Life & Pensions UK Limited,Not upheld,,Insurance (excluding PPI)
DRN4261474,decision/DRN4261474.pdf,Decision Reference DRN4261474,25 Sep 2019,The Equine and Livestock Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN9799744,decision/DRN9799744.pdf,Decision Reference DRN9799744,25 Sep 2019,British Gas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN0584180,decision/DRN0584180.pdf,Decision Reference DRN0584180,25 Sep 2019,Advantage Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN-1000207,decision/DRN-1000207.pdf,Decision Reference DRN-1000207,25 Sep 2019,Red Sands Insurance Company (Europe) Limited,Not upheld,,Insurance
DRN7609291,decision/DRN7609291.pdf,Decision Reference DRN7609291,24 Sep 2019,Scottish Equitable Plc,Not upheld,,Insurance (excluding PPI)
DRN1615381,decision/DRN1615381.pdf,Decision Reference DRN1615381,24 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN8148448,decision/DRN8148448.pdf,Decision Reference DRN8148448,24 Sep 2019,Pinnacle Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN8635852,decision/DRN8635852.pdf,Decision Reference DRN8635852,24 Sep 2019,Ageas Retail Limited,Not upheld,,Insurance (excluding PPI)
DRN2909756,decision/DRN2909756.pdf,Decision Reference DRN2909756,24 Sep 2019,AIG Life Limited,Not upheld,,Insurance (excluding PPI)
DRN4811849,decision/DRN4811849.pdf,Decision Reference DRN4811849,24 Sep 2019,esure Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN3623758,decision/DRN3623758.pdf,Decision Reference DRN3623758,24 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN5476733,decision/DRN5476733.pdf,Decision Reference DRN5476733,24 Sep 2019,Admiral Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN5540078,decision/DRN5540078.pdf,Decision Reference DRN5540078,24 Sep 2019,British Gas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN3680496,decision/DRN3680496.pdf,Decision Reference DRN3680496,24 Sep 2019,Great Lakes Insurance SE,Upheld,,Insurance (excluding PPI)
DRN4107281,decision/DRN4107281.pdf,Decision Reference DRN4107281,24 Sep 2019,Thamesbank Insurance Services,Not upheld,,Insurance (excluding PPI)
DRN5155435,decision/DRN5155435.pdf,Decision Reference DRN5155435,24 Sep 2019,UK Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN7709339,decision/DRN7709339.pdf,Decision Reference DRN7709339,24 Sep 2019,RAC Financial Services Ltd,Upheld,,Insurance (excluding PPI)
DRN0917747,decision/DRN0917747.pdf,Decision Reference DRN0917747,24 Sep 2019,Covea Insurance plc,Upheld,,Insurance (excluding PPI)
DRN2558108,decision/DRN2558108.pdf,Decision Reference DRN2558108,24 Sep 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN8527930,decision/DRN8527930.pdf,Decision Reference DRN8527930,24 Sep 2019,First Central Insurance Management Ltd,Upheld,,Insurance (excluding PPI)
DRN7548275,decision/DRN7548275.pdf,Decision Reference DRN7548275,24 Sep 2019,Group 1 Automotive UK Limited,Upheld,,Insurance (excluding PPI)
DRN7938197,decision/DRN7938197.pdf,Decision Reference DRN7938197,24 Sep 2019,Advantage Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN1968275,decision/DRN1968275.pdf,Decision Reference DRN1968275,24 Sep 2019,AXA Insurance UK Plc,Not upheld,,Insurance (excluding PPI)
DRN5208336,decision/DRN5208336.pdf,Decision Reference DRN5208336,24 Sep 2019,British Gas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN5459682,decision/DRN5459682.pdf,Decision Reference DRN5459682,24 Sep 2019,UK Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN2446220,decision/DRN2446220.pdf,Decision Reference DRN2446220,24 Sep 2019,Admiral Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN8842020,decision/DRN8842020.pdf,Decision Reference DRN8842020,24 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN4279158,decision/DRN4279158.pdf,Decision Reference DRN4279158,24 Sep 2019,UK Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN3133915,decision/DRN3133915.pdf,Decision Reference DRN3133915,24 Sep 2019,Admiral Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN7076762,decision/DRN7076762.pdf,Decision Reference DRN7076762,24 Sep 2019,Eldon Insurance Services Ltd,Upheld,,Insurance (excluding PPI)
DRN4001680,decision/DRN4001680.pdf,Decision Reference DRN4001680,24 Sep 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN2733863,decision/DRN2733863.pdf,Decision Reference DRN2733863,23 Sep 2019,Royal & Sun Alliance Insurance Plc,Not upheld,,Insurance (excluding PPI)
DRN3509033,decision/DRN3509033.pdf,Decision Reference DRN3509033,23 Sep 2019,Countrywide Assured Plc,Not upheld,,Insurance (excluding PPI)
DRN7545339,decision/DRN7545339.pdf,Decision Reference DRN7545339,23 Sep 2019,Royal & Sun Alliance Insurance Plc,Not upheld,,Insurance (excluding PPI)
DRN6676757,decision/DRN6676757.pdf,Decision Reference DRN6676757,23 Sep 2019,AXA Insurance UK Plc,Not upheld,,Insurance (excluding PPI)
DRN8439708,decision/DRN8439708.pdf,Decision Reference DRN8439708,23 Sep 2019,AXA PPP Healthcare Limited,Not upheld,,Insurance (excluding PPI)
DRN7668056,decision/DRN7668056.pdf,Decision Reference DRN7668056,23 Sep 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN2975518,decision/DRN2975518.pdf,Decision Reference DRN2975518,23 Sep 2019,Inter Partner Assistance SA,Upheld,,Insurance (excluding PPI)
DRN3293781,decision/DRN3293781.pdf,Decision Reference DRN3293781,23 Sep 2019,British Gas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN3154545,decision/DRN3154545.pdf,Decision Reference DRN3154545,23 Sep 2019,Caversham Finance Limited,Upheld,,Insurance (excluding PPI)
DRN2405207,decision/DRN2405207.pdf,Decision Reference DRN2405207,23 Sep 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN6833296,decision/DRN6833296.pdf,Decision Reference DRN6833296,23 Sep 2019,Legal & General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN1452278,decision/DRN1452278.pdf,Decision Reference DRN1452278,23 Sep 2019,The Society of Lloyd's,Not upheld,,Insurance (excluding PPI)
DRN1011570,decision/DRN1011570.pdf,Decision Reference DRN1011570,23 Sep 2019,SSE Home Services Limited,Not upheld,,Insurance (excluding PPI)
DRN5622035,decision/DRN5622035.pdf,Decision Reference DRN5622035,23 Sep 2019,Admiral Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN2259137,decision/DRN2259137.pdf,Decision Reference DRN2259137,23 Sep 2019,British Gas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN1494581,decision/DRN1494581.pdf,Decision Reference DRN1494581,23 Sep 2019,Aviva Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN6337029,decision/DRN6337029.pdf,Decision Reference DRN6337029,23 Sep 2019,Zenith Insurance plc,Upheld,,Insurance (excluding PPI)
DRN7866338,decision/DRN7866338.pdf,Decision Reference DRN7866338,23 Sep 2019,BUPA Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN5929165,decision/DRN5929165.pdf,Decision Reference DRN5929165,23 Sep 2019,Advantage Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN7381775,decision/DRN7381775.pdf,Decision Reference DRN7381775,20 Sep 2019,CIS General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN1706740,decision/DRN1706740.pdf,Decision Reference DRN1706740,20 Sep 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN3630910,decision/DRN3630910.pdf,Decision Reference DRN3630910,20 Sep 2019,Aviva Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN4294946,decision/DRN4294946.pdf,Decision Reference DRN4294946,20 Sep 2019,NFU Mutual Insurance Society Limited,Not upheld,,Insurance (excluding PPI)
DRN5310828,decision/DRN5310828.pdf,Decision Reference DRN5310828,20 Sep 2019,Covea Insurance plc,Not upheld,,Insurance (excluding PPI)
DRN3804697,decision/DRN3804697.pdf,Decision Reference DRN3804697,20 Sep 2019,AWP P&C SA,Not upheld,,Insurance (excluding PPI)
DRN6569441,decision/DRN6569441.pdf,Decision Reference DRN6569441,20 Sep 2019,Advantage Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN6958212,decision/DRN6958212.pdf,Decision Reference DRN6958212,20 Sep 2019,Lloyds Bank General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN1378289,decision/DRN1378289.pdf,Decision Reference DRN1378289,20 Sep 2019,Ageas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN2776782,decision/DRN2776782.pdf,Decision Reference DRN2776782,20 Sep 2019,Ageas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN3832104,decision/DRN3832104.pdf,Decision Reference DRN3832104,20 Sep 2019,Admiral Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN6611585,decision/DRN6611585.pdf,Decision Reference DRN6611585,20 Sep 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN4171592,decision/DRN4171592.pdf,Decision Reference DRN4171592,20 Sep 2019,Royal & Sun Alliance Insurance Plc,Upheld,,Insurance (excluding PPI)
DRN6130159,decision/DRN6130159.pdf,Decision Reference DRN6130159,20 Sep 2019,Assurant General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN7563785,decision/DRN7563785.pdf,Decision Reference DRN7563785,20 Sep 2019,ERGO Reiseversicherung AG,Not upheld,,Insurance (excluding PPI)
DRN1510911,decision/DRN1510911.pdf,Decision Reference DRN1510911,20 Sep 2019,Royal & Sun Alliance Insurance Plc,Not upheld,,Insurance (excluding PPI)
DRN7457649,decision/DRN7457649.pdf,Decision Reference DRN7457649,20 Sep 2019,Legal and General Assurance Society Limited,Not upheld,,Insurance (excluding PPI)
DRN5342192,decision/DRN5342192.pdf,Decision Reference DRN5342192,20 Sep 2019,Smart Driver Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN3363675,decision/DRN3363675.pdf,Decision Reference DRN3363675,19 Sep 2019,Amtrust Europe Limited,Upheld,,Insurance (excluding PPI)
DRN5760975,decision/DRN5760975.pdf,Decision Reference DRN5760975,19 Sep 2019,Ageas Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN1353470,decision/DRN1353470.pdf,Decision Reference DRN1353470,19 Sep 2019,Ageas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN4418107,decision/DRN4418107.pdf,Decision Reference DRN4418107,19 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN3463555,decision/DRN3463555.pdf,Decision Reference DRN3463555,19 Sep 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN9343298,decision/DRN9343298.pdf,Decision Reference DRN9343298,19 Sep 2019,A-Plan Holdings,Not upheld,,Insurance (excluding PPI)
DRN8697038,decision/DRN8697038.pdf,Decision Reference DRN8697038,19 Sep 2019,AXA Insurance UK Plc,Not upheld,,Insurance (excluding PPI)
DRN7165910,decision/DRN7165910.pdf,Decision Reference DRN7165910,19 Sep 2019,British Gas Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN0434307,decision/DRN0434307.pdf,Decision Reference DRN0434307,19 Sep 2019,Markerstudy Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN9675725,decision/DRN9675725.pdf,Decision Reference DRN9675725,19 Sep 2019,Calpe Insurance Company Limited,Upheld,,Insurance (excluding PPI)
DRN0026506,decision/DRN0026506.pdf,Decision Reference DRN0026506,19 Sep 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN9430657,decision/DRN9430657.pdf,Decision Reference DRN9430657,19 Sep 2019,UK Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN2784556,decision/DRN2784556.pdf,Decision Reference DRN2784556,19 Sep 2019,Ashbourne Insurance Services Ltd,Not upheld,,Insurance (excluding PPI)
DRN0243433,decision/DRN0243433.pdf,Decision Reference DRN0243433,19 Sep 2019,Legal and General Assurance Society Limited,Not upheld,,Insurance (excluding PPI)
DRN0639670,decision/DRN0639670.pdf,Decision Reference DRN0639670,19 Sep 2019,Admiral Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN0889507,decision/DRN0889507.pdf,Decision Reference DRN0889507,19 Sep 2019,Covea Insurance plc,Not upheld,,Insurance (excluding PPI)
DRN9909664,decision/DRN9909664.pdf,Decision Reference DRN9909664,19 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN5964386,decision/DRN5964386.pdf,Decision Reference DRN5964386,19 Sep 2019,AXA Insurance UK Plc,Upheld,,Insurance (excluding PPI)
DRN0964142,decision/DRN0964142.pdf,Decision Reference DRN0964142,19 Sep 2019,Aviva Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN5096014,decision/DRN5096014.pdf,Decision Reference DRN5096014,19 Sep 2019,Phoenix Life Limited,Not upheld,,Insurance (excluding PPI)
DRN2206843,decision/DRN2206843.pdf,Decision Reference DRN2206843,19 Sep 2019,Acromas Insurance Company Limited,Not upheld,,Insurance (excluding PPI)
DRN6814772,decision/DRN6814772.pdf,Decision Reference DRN6814772,19 Sep 2019,Lloyds Bank General Insurance Limited,Upheld,,Insurance (excluding PPI)
DRN7902177,decision/DRN7902177.pdf,Decision Reference DRN7902177,19 Sep 2019,UK Insurance Limited,Not upheld,,Insurance (excluding PPI)
DRN9269221,decision/DRN9269221.pdf,Decision Reference DRN9269221,19 Sep 2019,Scottish Widows Limited,Not upheld,,Insurance (excluding PPI)
DRN9686260,decision/DRN9686260.pdf,Decision Reference DRN9686260,19 Sep 2019,AXA Insurance UK Plc,Upheld,,Insurance (excluding PPI)
